Genero;Vehiculo;Propiedad;Hijos;Ingresos_Anuales;Categoria_Ingresos;Nivel_Educacion;Estado Civil;Tipo_Vivienda;Edad;Empleo;Tamano_Familia;Estado
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
F;N;N; - ; 157.500 ;Commercial associate;Higher education;Separated;With parents;43;N; 1 ;6
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;6
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;6
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;7
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;6
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;7
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;7
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;7
M;N;Y; - ; 382.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;60;Y; 1 ;7
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;27;N; 2 ;6
F;N;N; - ; 135.000 ;Working;Secondary / secondary special;Civil marriage;House / apartment;27;N; 2 ;6
M;Y;N; - ; 225.000 ;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;50;Y; 2 ;6
M;Y;N; - ; 225.000 ;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;50;Y; 2 ;0
M;Y;N; - ; 315.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
M;Y;N; - ; 315.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
M;Y;N; - ; 315.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
M;Y;N; - ; 315.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
M;Y;N; - ; 315.000 ;Working;Higher education;Married;House / apartment;44;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 180.000 ;Working;Secondary / secondary special;Married;House / apartment;54;N; 2 ;6
F;N;N; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;0
F;N;N; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;0
F;N;N; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;0
F;N;N; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;0
F;N;N; - ; 157.500 ;Working;Secondary / secondary special;Married;House / apartment;36;N; 2 ;0
F;Y;N; - ; 144.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;63;Y; 2 ;6
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;6
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;0
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;6
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;6
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;0
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;6
M;Y;N; - ; 229.500 ;Working;Incomplete higher;Married;Co-op apartment;51;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;0
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;0
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;48;N; 2 ;6
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;6
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;0
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;0
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;0
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;6
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;6
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;0
F;N;N; - ; 292.500 ;State servant;Secondary / secondary special;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;34;N; 2 ;7
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;34;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;34;N; 2 ;6
F;N;N; - ; 270.000 ;Working;Higher education;Married;House / apartment;34;N; 2 ;7
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;7
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;0
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;6
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;7
F;Y;N; - ; 225.000 ;Working;Secondary / secondary special;Married;House / apartment;41;N; 2 ;0
M;Y;N; - ; 157.500 ;Working;Incomplete higher;Married;With parents;29;N; 2 ;6
M;Y;N; - ; 157.500 ;Working;Incomplete higher;Married;With parents;29;N; 2 ;6
M;Y;N; - ; 157.500 ;Working;Incomplete higher;Married;With parents;29;N; 2 ;6
M;Y;N; - ; 157.500 ;Working;Incomplete higher;Married;With parents;29;N; 2 ;6
F;N;N; - ; 74.250 ;Working;Higher education;Separated;Municipal apartment;53;N; 1 ;6
F;N;N; - ; 74.250 ;Working;Higher education;Separated;Municipal apartment;53;N; 1 ;6
F;N;N; - ; 74.250 ;Working;Higher education;Separated;Municipal apartment;53;N; 1 ;6
F;N;N; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;39;N; 2 ;7
F;N;N; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
F;N;N; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;39;N; 2 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 3 ;6
M;Y;N; 1 ; 135.000 ;Working;Secondary / secondary special;Married;House / apartment;28;N; 3 ;6
F;N;N; - ; 144.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;0
F;N;N; - ; 144.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;7
F;N;N; - ; 144.000 ;Working;Secondary / secondary special;Single / not married;House / apartment;44;N; 1 ;7
F;N;N; - ; 202.500 ;State servant;Higher education;Married;With parents;40;N; 2 ;6
F;N;N; - ; 202.500 ;State servant;Higher education;Married;With parents;40;N; 2 ;6
F;N;N; - ; 202.500 ;State servant;Higher education;Married;With parents;40;N; 2 ;6
F;N;N; - ; 202.500 ;State servant;Higher education;Married;With parents;40;N; 2 ;6
F;N;N; - ; 40.500 ;Pensioner;Secondary / secondary special;Single / not married;House / apartment;58;Y; 1 ;6
M;Y;N; - ; 337.500 ;State servant;Higher education;Married;With parents;28;N; 2 ;6
M;Y;N; - ; 337.500 ;State servant;Higher education;Married;With parents;28;N; 2 ;6
M;Y;N; - ; 337.500 ;State servant;Higher education;Married;With parents;28;N; 2 ;6
M;Y;N; - ; 337.500 ;State servant;Higher education;Married;With parents;28;N; 2 ;6
M;Y;N; - ; 337.500 ;State servant;Higher education;Married;With parents;28;N; 2 ;6
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;0
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;7
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;7
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;7
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;7
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;0
M;N;N; - ; 180.000 ;Commercial associate;Secondary / secondary special;Married;Municipal apartment;41;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;0
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;7
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 130.500 ;Working;Secondary / secondary special;Civil marriage;House / apartment;42;N; 2 ;6
F;N;N; - ; 144.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;6
F;N;N; - ; 144.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;58;Y; 2 ;0
F;N;N; - ; 193.500 ;Working;Secondary / secondary special;Single / not married;Municipal apartment;44;N; 1 ;1
F;N;N; - ; 193.500 ;Working;Secondary / secondary special;Single / not married;Municipal apartment;44;N; 1 ;7
F;N;N; - ; 193.500 ;Working;Secondary / secondary special;Single / not married;Municipal apartment;44;N; 1 ;7
F;N;N; - ; 193.500 ;Working;Secondary / secondary special;Single / not married;Municipal apartment;44;N; 1 ;6
F;N;N; - ; 112.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;61;Y; 1 ;6
F;N;N; - ; 112.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;61;Y; 1 ;7
F;N;N; - ; 112.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;61;Y; 1 ;6
F;N;N; - ; 112.500 ;Pensioner;Secondary / secondary special;Widow;House / apartment;61;Y; 1 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;7
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;0
F;Y;N; - ; 135.000 ;Pensioner;Secondary / secondary special;Married;House / apartment;55;Y; 2 ;6
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;6
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
M;Y;N; - ; 267.750 ;Working;Higher education;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 139.500 ;Working;Higher education;Separated;House / apartment;45;N; 1 ;0
F;N;N; - ; 139.500 ;Working;Higher education;Separated;House / apartment;45;N; 1 ;7
F;N;N; - ; 139.500 ;Working;Higher education;Separated;House / apartment;45;N; 1 ;7
M;N;N; - ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;51;N; 2 ;0
M;N;N; - ; 67.500 ;Working;Secondary / secondary special;Married;House / apartment;51;N; 2 ;7
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;7
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;0
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;6
M;Y;N; - ; 252.000 ;Working;Secondary / secondary special;Married;House / apartment;30;N; 2 ;0
M;N;N; - ; 180.000 ;Commercial associate;Lower secondary;Married;House / apartment;58;N; 2 ;7
M;N;N; - ; 180.000 ;Commercial associate;Lower secondary;Married;House / apartment;58;N; 2 ;7
F;N;N; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;54;N; 2 ;0
F;N;N; - ; 135.000 ;Commercial associate;Secondary / secondary special;Married;House / apartment;54;N; 2 ;7
F;Y;N; - ; 900.000 ;Working;Higher education;Single / not married;House / apartment;53;N; 1 ;6
F;Y;N; - ; 900.000 ;Working;Higher education;Single / not married;House / apartment;53;N; 1 ;0
M;Y;N; - ; 180.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;41;N; 2 ;6
M;Y;N; - ; 180.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;41;N; 2 ;0
M;Y;N; - ; 180.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;41;N; 2 ;6
M;Y;N; - ; 180.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;41;N; 2 ;0
M;Y;N; - ; 180.000 ;Commercial associate;Higher education;Civil marriage;House / apartment;41;N; 2 ;6
